event_id,date,start_time,end_time,type,location,animal_location,initiator,victim,winner,loser,intervenor,observer,other_notes,datetime_start,datetime_end,duration,ts_start,ts_end,group_id_initiator,group_id_victim,group_id_winner,group_id_loser,group_id_intervenor,event_A2A,event_B2B,event_A2B,event_B2A,event_ingroup,success,epoch,merge_day,food_epoch,relative_time,player_pair_set,pre_winner,pre_loser,pre_event_interval
206,2024-06-20,09:43:29.0,09:43:43.0,F,right,,rat034,rat004,,,,,,2024-06-20 09:43:29,2024-06-20 09:43:43,14.0,1718891009000000000,1718891023000000000,B,A,,,,,,,True,False,,2.0,1,,,"[""rat034"", ""rat004""]",,,
207,2024-06-20,09:43:43.0,09:44:02.0,F,right,,rat034,rat003,rat034,rat003,rat006,"rat004, rat010, rat005, rat007",006 attract 034 attention and 003 leave,2024-06-20 09:43:43,2024-06-20 09:44:02,19.0,1718891023000000000,1718891042000000000,B,A,B,A,A,,,,True,False,True,2.0,1,,,"[""rat034"", ""rat003""]",rat034,rat003,20.0
208,2024-06-20,09:44:29.0,09:44:31.0,PS,right,,rat003,rat005,rat003,rat005,,,rat005 escape,2024-06-20 09:44:29,2024-06-20 09:44:31,2.0,1718891069000000000,1718891071000000000,A,A,A,A,,True,,,,True,True,2.0,1,,,"[""rat005"", ""rat003""]",rat005,rat003,78930.0
209,2024-06-20,09:44:33.0,09:44:41.0,PS,right,,rat003,rat034,rat003,rat034,,,,2024-06-20 09:44:33,2024-06-20 09:44:41,8.0,1718891073000000000,1718891081000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat034"", ""rat003""]",rat034,rat003,50.0
210,2024-06-20,09:45:44.0,09:45:48.0,F,right,,rat003,rat004,rat004,rat003,,,rat003 brief fight and leave,2024-06-20 09:45:44,2024-06-20 09:45:48,4.0,1718891144000000000,1718891148000000000,A,A,A,A,,True,,,,True,False,2.0,1,,,"[""rat004"", ""rat003""]",rat003,rat004,80230.0
211,2024-06-20,09:45:55.0,09:46:04.0,F,right,,rat003,rat030,rat003,rat030,,,,2024-06-20 09:45:55,2024-06-20 09:46:04,9.0,1718891155000000000,1718891164000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat030"", ""rat003""]",,,
212,2024-06-20,09:46:04.0,09:46:10.0,PS,right,,rat003,rat034,rat034,rat003,rat030,,,2024-06-20 09:46:04,2024-06-20 09:46:10,6.0,1718891164000000000,1718891170000000000,A,B,B,A,B,,,True,,False,False,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,91.0
213,2024-06-20,09:46:10.0,09:46:12.0,F,right,,rat003,rat030,rat003,rat030,,,rat030 escape,2024-06-20 09:46:10,2024-06-20 09:46:12,2.0,1718891170000000000,1718891172000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat030"", ""rat003""]",rat003,rat030,15.0
214,2024-06-20,09:46:12.0,09:46:18.0,PS,right,,rat003,rat034,,,rat007,rat030,rat030 interupt and attract rat034 attention,2024-06-20 09:46:12,2024-06-20 09:46:18,6.0,1718891172000000000,1718891178000000000,A,B,,,A,,,True,,False,,2.0,1,,,"[""rat034"", ""rat003""]",rat034,rat003,8.0
215,2024-06-20,09:46:18.0,09:46:20.0,PS,right,,rat003,rat007,,,,,,2024-06-20 09:46:18,2024-06-20 09:46:20,2.0,1718891178000000000,1718891180000000000,A,A,,,,True,,,,True,,2.0,1,,,"[""rat007"", ""rat003""]",rat003,rat007,79748.0
216,2024-06-20,09:46:18.0,09:46:20.0,D,right,,rat034,rat030,,,,,,2024-06-20 09:46:18,2024-06-20 09:46:20,2.0,1718891178000000000,1718891180000000000,B,B,,,,,True,,,True,,2.0,1,,,"[""rat030"", ""rat034""]",rat034,rat030,149788.0
217,2024-06-20,09:46:34.0,09:46:37.0,C,right,,rat030,rat003,rat030,rat003,,,,2024-06-20 09:46:34,2024-06-20 09:46:37,3.0,1718891194000000000,1718891197000000000,B,A,B,A,,,,,True,False,True,2.0,1,,,"[""rat030"", ""rat003""]",rat003,rat030,24.0
218,2024-06-20,09:46:38.0,09:46:45.0,D,right,,rat003,rat030,rat003,rat030,,,,2024-06-20 09:46:38,2024-06-20 09:46:45,7.0,1718891198000000000,1718891205000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat030"", ""rat003""]",rat030,rat003,4.0
219,2024-06-20,09:48:00.0,09:48:02.0,C,right,,rat032,rat003,rat032,rat003,,,,2024-06-20 09:48:00,2024-06-20 09:48:02,2.0,1718891280000000000,1718891282000000000,B,A,B,A,,,,,True,False,True,2.0,1,,,"[""rat032"", ""rat003""]",,,
220,2024-06-20,09:48:02.0,09:48:04.0,F,right,,rat003,rat032,rat003,rat032,,,rat032 escape after brief attck,2024-06-20 09:48:02,2024-06-20 09:48:04,2.0,1718891282000000000,1718891284000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat032"", ""rat003""]",rat032,rat003,2.0
221,2024-06-20,09:48:04.0,09:48:07.0,PS,right,,rat003,rat006,rat003,rat006,,,rat006 leave,2024-06-20 09:48:04,2024-06-20 09:48:07,3.0,1718891284000000000,1718891287000000000,A,A,A,A,,True,,,,True,True,2.0,1,,,"[""rat006"", ""rat003""]",rat003,rat006,239385.0
222,2024-06-20,09:48:08.0,09:48:28.0,F,right,,rat003,rat006,rat003,rat006,rat032,"rat010, rat030, rat004","rat032 attract 003 attention, 006 escape",2024-06-20 09:48:08,2024-06-20 09:48:28,20.0,1718891288000000000,1718891308000000000,A,A,A,A,B,True,,,,True,True,2.0,1,,,"[""rat006"", ""rat003""]",rat003,rat006,4.0
223,2024-06-20,09:48:28.0,09:48:30.0,D,right,,rat032,rat003,rat003,rat032,,,,2024-06-20 09:48:28,2024-06-20 09:48:30,2.0,1718891308000000000,1718891310000000000,B,A,A,B,,,,,True,False,False,2.0,1,,,"[""rat032"", ""rat003""]",rat003,rat032,26.0
224,2024-06-20,09:48:30.0,09:48:32.0,D,right,,rat003,rat035,,,,,,2024-06-20 09:48:30,2024-06-20 09:48:32,2.0,1718891310000000000,1718891312000000000,A,B,,,,,,True,,False,,2.0,1,,,"[""rat035"", ""rat003""]",,,
225,2024-06-20,09:48:32.0,09:48:38.0,D,right,,rat034,rat003,,,rat006,,rat034 retreat,2024-06-20 09:48:32,2024-06-20 09:48:38,6.0,1718891312000000000,1718891318000000000,B,A,,,A,,,,True,False,,2.0,1,,,"[""rat034"", ""rat003""]",rat034,rat003,140.0
226,2024-06-20,09:48:38.0,09:48:43.0,PS,right,,rat003,rat006,,,rat034,rat035,,2024-06-20 09:48:38,2024-06-20 09:48:43,5.0,1718891318000000000,1718891323000000000,A,A,,,B,True,,,,True,,2.0,1,,,"[""rat006"", ""rat003""]",rat003,rat006,30.0
227,2024-06-20,09:48:43.0,09:48:45.0,PS,right,,rat003,rat034,,,,,,2024-06-20 09:48:43,2024-06-20 09:48:45,2.0,1718891323000000000,1718891325000000000,A,B,,,,,,True,,False,,2.0,1,,,"[""rat034"", ""rat003""]",rat034,rat003,11.0
228,2024-06-20,09:48:45.0,09:48:50.0,PS,right,,rat003,rat006,rat003,rat006,,,,2024-06-20 09:48:45,2024-06-20 09:48:50,5.0,1718891325000000000,1718891330000000000,A,A,A,A,,True,,,,True,True,2.0,1,,,"[""rat006"", ""rat003""]",rat003,rat006,7.0
229,2024-06-20,09:48:51.0,09:48:56.0,PS,right,,rat035,rat003,,,,,,2024-06-20 09:48:51,2024-06-20 09:48:56,5.0,1718891331000000000,1718891336000000000,B,A,,,,,,,True,False,,2.0,1,,,"[""rat035"", ""rat003""]",,,21.0
230,2024-06-20,09:49:28.0,09:49:31.0,PS,right,,rat034,rat030,rat030,rat034,,,"tunnel contest, rat034 push but retreat",2024-06-20 09:49:28,2024-06-20 09:49:31,3.0,1718891368000000000,1718891371000000000,B,B,B,B,,,True,,,True,False,2.0,1,,,"[""rat030"", ""rat034""]",rat034,rat030,190.0
231,2024-06-20,09:56:42.0,09:56:48.0,D,left,,rat034,rat003,rat003,rat034,,,rat034 escape,2024-06-20 09:56:42,2024-06-20 09:56:48,6.0,1718891802000000000,1718891808000000000,B,A,A,B,,,,,True,False,False,2.0,1,,,"[""rat034"", ""rat003""]",rat034,rat003,479.0
232,2024-06-20,09:56:48.0,09:56:50.0,C,left,,rat003,rat034,rat003,rat034,,,,2024-06-20 09:56:48,2024-06-20 09:56:50,2.0,1718891808000000000,1718891810000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,6.0
233,2024-06-20,09:56:50.0,09:56:54.0,D,left,,rat034,rat003,rat003,rat034,,,,2024-06-20 09:56:50,2024-06-20 09:56:54,4.0,1718891810000000000,1718891814000000000,B,A,A,B,,,,,True,False,False,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,2.0
234,2024-06-20,09:56:54.0,09:56:57.0,C,left,,rat003,rat034,rat003,rat034,,,,2024-06-20 09:56:54,2024-06-20 09:56:57,3.0,1718891814000000000,1718891817000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,4.0
235,2024-06-20,09:56:57.0,09:57:10.0,PS,left,,rat003,rat034,rat003,rat034,,,rat034 escape,2024-06-20 09:56:57,2024-06-20 09:57:10,13.0,1718891817000000000,1718891830000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,3.0
236,2024-06-20,09:57:13.0,09:57:14.0,C,left,,rat003,rat034,rat003,rat034,,,,2024-06-20 09:57:13,2024-06-20 09:57:14,1.0,1718891833000000000,1718891834000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,16.0
237,2024-06-20,09:57:14.0,09:57:22.0,D,left,,rat034,rat003,rat003,rat034,,,,2024-06-20 09:57:14,2024-06-20 09:57:22,8.0,1718891834000000000,1718891842000000000,B,A,A,B,,,,,True,False,False,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,1.0
238,2024-06-20,09:57:22.0,09:57:25.0,C,left,,rat003,rat034,rat003,rat034,,,,2024-06-20 09:57:22,2024-06-20 09:57:25,3.0,1718891842000000000,1718891845000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,8.0
239,2024-06-20,09:57:25.0,09:57:34.0,D,left,,rat034,rat003,rat003,rat034,rat033,rat035,"rat035 attract 003 attention, 034 escape",2024-06-20 09:57:25,2024-06-20 09:57:34,9.0,1718891845000000000,1718891854000000000,B,A,A,B,B,,,,True,False,False,2.0,1,,,"[""rat034"", ""rat003""]",rat003,rat034,3.0
240,2024-06-20,09:57:37.0,09:57:39.0,C,left,,rat003,rat033,rat003,rat033,,,,2024-06-20 09:57:37,2024-06-20 09:57:39,2.0,1718891857000000000,1718891859000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat033"", ""rat003""]",,,
241,2024-06-20,09:57:39.0,09:57:56.0,D,left,,rat033,rat003,,,rat004,rat035,interupt by 004,2024-06-20 09:57:39,2024-06-20 09:57:56,17.0,1718891859000000000,1718891876000000000,B,A,,,A,,,,True,False,,2.0,1,,,"[""rat033"", ""rat003""]",rat003,rat033,2.0
242,2024-06-20,09:58:05.0,09:58:11.0,F,left,,rat003,rat033,rat003,rat033,,,033 ran away,2024-06-20 09:58:05,2024-06-20 09:58:11,6.0,1718891885000000000,1718891891000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat033"", ""rat003""]",rat003,rat033,26.0
243,2024-06-20,09:58:51.0,09:58:54.0,PS,right,,rat032,rat030,,,,,rat032 push rat030 in tube but leaves,2024-06-20 09:58:51,2024-06-20 09:58:54,3.0,1718891931000000000,1718891934000000000,B,B,,,,,True,,,True,,2.0,1,,,"[""rat030"", ""rat032""]",rat032,rat030,151010.0
244,2024-06-20,10:01:48.0,10:01:52.0,C,right,,rat003,rat032,rat003,rat032,,,,2024-06-20 10:01:48,2024-06-20 10:01:52,4.0,1718892108000000000,1718892112000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat032"", ""rat003""]",rat003,rat032,800.0
245,2024-06-20,10:01:52.0,10:01:55.0,D,right,,rat032,rat003,,,rat010,,interupt by 010,2024-06-20 10:01:52,2024-06-20 10:01:55,3.0,1718892112000000000,1718892115000000000,B,A,,,A,,,,True,False,,2.0,1,,,"[""rat032"", ""rat003""]",rat003,rat032,4.0
246,2024-06-20,10:01:55.0,10:02:33.0,F,left,,rat003,rat032,rat003,rat032,,"rat006, rat010, rat005, rat033, rat034",rat032 escape,2024-06-20 10:01:55,2024-06-20 10:02:33,38.0,1718892115000000000,1718892153000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat032"", ""rat003""]",rat003,rat032,3.0
247,2024-06-20,10:05:40.0,10:05:52.0,FD,left,,,,,,,,"first food delivery, on left",2024-06-20 10:05:40,2024-06-20 10:05:52,12.0,1718892340000000000,1718892352000000000,,,,,,,,,,,,2.0,1,8.0,12.0,[NaN],,,1735.0
248,2024-06-20,10:06:37.0,10:06:53.0,FD,right,,,,,,,,"first food delivery, on right",2024-06-20 10:06:37,2024-06-20 10:06:53,16.0,1718892397000000000,1718892413000000000,,,,,,,,,,,,2.0,1,8.0,16.0,[NaN],,,57.0
249,2024-06-20,10:08:49.0,10:09:12.0,FM,left,,rat006,,,,,,"NL, left bottom conner",2024-06-20 10:08:49,2024-06-20 10:09:12,23.0,1718892529000000000,1718892552000000000,A,,,,,,,,,,,2.0,1,8.0,155.0,"[NaN, ""rat006""]",,,81245.0
250,2024-06-20,10:11:09.0,10:11:14.0,FM,left,,rat005,,,,,,"SL, same as eating last pellet",2024-06-20 10:11:09,2024-06-20 10:11:14,5.0,1718892669000000000,1718892674000000000,A,,,,,,,,,,,2.0,1,8.0,277.0,"[NaN, ""rat005""]",,,81937.0
251,2024-06-20,10:12:03.0,10:12:11.0,FM,left,,rat005,,,,,,"Sl, same as hoarding last pellet",2024-06-20 10:12:03,2024-06-20 10:12:11,8.0,1718892723000000000,1718892731000000000,A,,,,,,,,,,,2.0,1,8.0,334.0,"[NaN, ""rat005""]",,,54.0
252,2024-06-20,10:12:16.0,10:12:24.0,FM,left,,rat005,,,,,,"NL, carefresh",2024-06-20 10:12:16,2024-06-20 10:12:24,8.0,1718892736000000000,1718892744000000000,A,,,,,,,,,,,2.0,1,8.0,347.0,"[NaN, ""rat005""]",,,13.0
253,2024-06-20,10:12:39.0,10:12:57.0,FM,left,,rat007,,,,,,"NL, near tube left entrance, nesting material",2024-06-20 10:12:39,2024-06-20 10:12:57,18.0,1718892759000000000,1718892777000000000,A,,,,,,,,,,,2.0,1,8.0,380.0,"[NaN, ""rat007""]",,,432115.0
254,2024-06-20,10:13:14.0,10:13:30.0,FM,left,,rat007,,,,,,"NL, near tube left entrance, nesting material",2024-06-20 10:13:14,2024-06-20 10:13:30,16.0,1718892794000000000,1718892810000000000,A,,,,,,,,,,,2.0,1,8.0,413.0,"[NaN, ""rat007""]",,,35.0
255,2024-06-20,10:13:19.0,10:13:27.0,FM,right,,rat031,,,,,,"NL, left bottom conner",2024-06-20 10:13:19,2024-06-20 10:13:27,8.0,1718892799000000000,1718892807000000000,B,,,,,,,,,,,2.0,1,8.0,410.0,"[NaN, ""rat031""]",,,151218.0
256,2024-06-20,10:13:37.0,10:14:14.0,FM,right,,rat031,,,,,,"NL, near right bottom conner, fetch pellet just cached",2024-06-20 10:13:37,2024-06-20 10:14:14,37.0,1718892817000000000,1718892854000000000,B,,,,,,,,,,,2.0,1,8.0,457.0,"[NaN, ""rat031""]",,,18.0
257,2024-06-20,10:16:54.0,10:17:12.0,FM,left,,rat004,,,,,,"NL, carefresh",2024-06-20 10:16:54,2024-06-20 10:17:12,18.0,1718893014000000000,1718893032000000000,A,,,,,,,,,,,2.0,1,8.0,635.0,"[NaN, ""rat004""]",,,81458.0
258,2024-06-20,10:17:12.0,10:17:19.0,FM,left,,rat004,,,,,,"SL, carefresh",2024-06-20 10:17:12,2024-06-20 10:17:19,7.0,1718893032000000000,1718893039000000000,A,,,,,,,,,,,2.0,1,8.0,642.0,"[NaN, ""rat004""]",,,18.0
259,2024-06-20,10:17:19.0,10:17:49.0,FM,left,,rat004,,,,,,"SL, carefresh",2024-06-20 10:17:19,2024-06-20 10:17:49,30.0,1718893039000000000,1718893069000000000,A,,,,,,,,,,,2.0,1,8.0,672.0,"[NaN, ""rat004""]",,,7.0
262,2024-06-20,10:20:45.0,10:20:48.0,R,right,,rat006,rat003,rat003,rat006,,,,2024-06-20 10:20:45,2024-06-20 10:20:48,3.0,1718893245000000000,1718893248000000000,A,A,A,A,,True,,,,True,False,2.0,1,8.0,851.0,"[""rat006"", ""rat003""]",rat003,rat006,0.0
263,2024-06-20,10:21:10.0,10:21:13.0,R,right,,rat006,rat010,rat010,rat006,,,,2024-06-20 10:21:10,2024-06-20 10:21:13,3.0,1718893270000000000,1718893273000000000,A,A,A,A,,True,,,,True,False,2.0,1,8.0,876.0,"[""rat006"", ""rat010""]",rat010,rat006,0.0
260,2024-06-20,10:21:26.0,10:21:27.0,R,left,,rat007,rat005,rat005,rat007,,,,2024-06-20 10:21:26,2024-06-20 10:21:27,1.0,1718893286000000000,1718893287000000000,A,A,A,A,,True,,,,True,False,2.0,1,8.0,890.0,"[""rat007"", ""rat005""]",rat007,rat005,81423.0
264,2024-06-20,10:21:41.0,10:21:44.0,R,right,,rat034,rat010,rat010,rat034,,,,2024-06-20 10:21:41,2024-06-20 10:21:44,3.0,1718893301000000000,1718893304000000000,B,A,A,B,,,,,True,False,False,2.0,1,8.0,907.0,"[""rat010"", ""rat034""]",rat010,rat034,0.0
265,2024-06-20,10:21:44.0,10:21:50.0,R,right,,rat034,rat030,rat030,rat034,,,,2024-06-20 10:21:44,2024-06-20 10:21:50,6.0,1718893304000000000,1718893310000000000,B,B,B,B,,,True,,,True,False,2.0,1,8.0,913.0,"[""rat030"", ""rat034""]",rat030,rat034,0.0
261,2024-06-20,10:21:45.0,10:21:49.0,R,left,,rat007,rat004,rat004,rat007,,,,2024-06-20 10:21:45,2024-06-20 10:21:49,4.0,1718893305000000000,1718893309000000000,A,A,A,A,,True,,,,True,False,2.0,1,8.0,912.0,"[""rat007"", ""rat004""]",rat007,rat004,81777.0
267,2024-06-20,10:22:36.0,10:22:41.0,R,left,,rat003,rat006,rat006,rat003,,,,2024-06-20 10:22:36,2024-06-20 10:22:41,5.0,1718893356000000000,1718893361000000000,A,A,A,A,,True,,,,True,False,2.0,1,8.0,964.0,"[""rat006"", ""rat003""]",rat006,rat003,0.0
266,2024-06-20,10:23:54.0,10:24:04.0,R,right,,rat010,rat030,rat030,rat010,,,,2024-06-20 10:23:54,2024-06-20 10:24:04,10.0,1718893434000000000,1718893444000000000,A,B,B,A,,,,True,,False,False,2.0,1,8.0,1047.0,"[""rat030"", ""rat010""]",,,
268,2024-06-20,10:24:24.0,10:24:32.0,FM,left,,rat004,,,,,,"SL, carefresh",2024-06-20 10:24:24,2024-06-20 10:24:32,8.0,1718893464000000000,1718893472000000000,A,,,,,,,,,,,2.0,1,8.0,1075.0,"[NaN, ""rat004""]",,,425.0
269,2024-06-20,10:24:32.0,10:24:35.0,R,left,,rat004,rat033,,,,,,2024-06-20 10:24:32,2024-06-20 10:24:35,3.0,1718893472000000000,1718893475000000000,A,B,,,,,,True,,False,,2.0,1,8.0,1078.0,"[""rat033"", ""rat004""]",,,
270,2024-06-20,10:24:53.0,10:25:03.0,PS,right,,rat003,rat034,rat003,rat034,,,034 escape,2024-06-20 10:24:53,2024-06-20 10:25:03,10.0,1718893493000000000,1718893503000000000,A,B,A,B,,,,True,,False,True,2.0,1,8.0,1106.0,"[""rat034"", ""rat003""]",rat003,rat034,1648.0
271,2024-06-20,10:25:09.0,10:25:22.0,F,right,,rat032,rat003,rat032,rat003,,,"rat032 initiate fighting by lower parts, rat003 stands up, finally escape",2024-06-20 10:25:09,2024-06-20 10:25:22,13.0,1718893509000000000,1718893522000000000,B,A,B,A,,,,,True,False,True,2.0,1,8.0,1125.0,"[""rat032"", ""rat003""]",rat003,rat032,1394.0
272,2024-06-20,10:25:22.0,10:25:23.0,C,right,,rat032,rat003,rat032,rat003,,,,2024-06-20 10:25:22,2024-06-20 10:25:23,1.0,1718893522000000000,1718893523000000000,B,A,B,A,,,,,True,False,True,2.0,1,8.0,1126.0,"[""rat032"", ""rat003""]",rat032,rat003,13.0
273,2024-06-20,10:25:23.0,10:25:25.0,PS,right,,rat034,rat003,,,,,,2024-06-20 10:25:23,2024-06-20 10:25:25,2.0,1718893523000000000,1718893525000000000,B,A,,,,,,,True,False,,2.0,1,8.0,1128.0,"[""rat034"", ""rat003""]",rat003,rat034,30.0
274,2024-06-20,10:25:25.0,10:25:26.0,PS,right,,rat032,rat003,rat032,rat003,rat034,,"rat034 interupt, rat003 escape",2024-06-20 10:25:25,2024-06-20 10:25:26,1.0,1718893525000000000,1718893526000000000,B,A,B,A,B,,,,True,False,True,2.0,1,8.0,1129.0,"[""rat032"", ""rat003""]",rat032,rat003,3.0
275,2024-06-20,10:25:26.0,10:25:37.0,PS,right,,rat034,rat032,,,rat010,,,2024-06-20 10:25:26,2024-06-20 10:25:37,11.0,1718893526000000000,1718893537000000000,B,B,,,A,,True,,,True,,2.0,1,8.0,1140.0,"[""rat032"", ""rat034""]",rat032,rat034,152169.0
276,2024-06-20,10:25:37.0,10:25:44.0,PS,right,,rat032,rat010,rat010,rat032,rat034,,rat032 retreat,2024-06-20 10:25:37,2024-06-20 10:25:44,7.0,1718893537000000000,1718893544000000000,B,A,A,B,B,,,,True,False,False,2.0,1,8.0,1147.0,"[""rat032"", ""rat010""]",,,
277,2024-06-20,10:25:44.0,10:25:52.0,PS,right,,rat034,rat010,,,rat032,rat033,rat034 change attention to rat032,2024-06-20 10:25:44,2024-06-20 10:25:52,8.0,1718893544000000000,1718893552000000000,B,A,,,B,,,,True,False,,2.0,1,8.0,1155.0,"[""rat010"", ""rat034""]",rat010,rat034,243.0
278,2024-06-20,10:25:52.0,10:25:57.0,PS,right,,rat034,rat032,rat034,rat032,,,rat032 escape,2024-06-20 10:25:52,2024-06-20 10:25:57,5.0,1718893552000000000,1718893557000000000,B,B,B,B,,,True,,,True,True,2.0,1,8.0,1160.0,"[""rat032"", ""rat034""]",rat032,rat034,26.0
279,2024-06-20,10:25:59.0,10:26:01.0,PS,right,,rat034,rat010,,,,,rat034 change attention to leave,2024-06-20 10:25:59,2024-06-20 10:26:01,2.0,1718893559000000000,1718893561000000000,B,A,,,,,,,True,False,,2.0,1,8.0,1164.0,"[""rat010"", ""rat034""]",rat010,rat034,15.0
280,2024-06-20,10:26:01.0,10:26:03.0,PS,right,,rat034,rat003,,,,,rat034 briefly push 003 and leave,2024-06-20 10:26:01,2024-06-20 10:26:03,2.0,1718893561000000000,1718893563000000000,B,A,,,,,,,True,False,,2.0,1,8.0,1166.0,"[""rat034"", ""rat003""]",rat003,rat034,38.0
281,2024-06-20,10:26:06.0,10:26:07.0,PS,right,,rat034,rat010,,,rat033,,,2024-06-20 10:26:06,2024-06-20 10:26:07,1.0,1718893566000000000,1718893567000000000,B,A,,,B,,,,True,False,,2.0,1,8.0,1170.0,"[""rat010"", ""rat034""]",rat010,rat034,7.0
282,2024-06-20,10:26:08.0,10:26:13.0,PS,right,,rat034,rat033,rat034,rat033,,,rat033 escape,2024-06-20 10:26:08,2024-06-20 10:26:13,5.0,1718893568000000000,1718893573000000000,B,B,B,B,,,True,,,True,True,2.0,1,8.0,1176.0,"[""rat033"", ""rat034""]",rat034,rat033,431800.0
283,2024-06-20,10:28:39.0,10:28:42.0,R,right,,rat034,rat032,rat032,rat034,,,,2024-06-20 10:28:39,2024-06-20 10:28:42,3.0,1718893719000000000,1718893722000000000,B,B,B,B,,,True,,,True,False,2.0,1,8.0,1325.0,"[""rat032"", ""rat034""]",rat034,rat032,167.0
284,2024-06-20,10:30:25.0,10:30:29.0,R,right,,rat010,rat032,rat032,rat010,,,,2024-06-20 10:30:25,2024-06-20 10:30:29,4.0,1718893825000000000,1718893829000000000,A,B,B,A,,,,True,,False,False,2.0,1,8.0,1432.0,"[""rat010"", ""rat032""]",rat010,rat032,288.0
285,2024-06-20,10:30:40.0,10:30:42.0,R,right,,rat010,rat032,rat032,rat010,,,,2024-06-20 10:30:40,2024-06-20 10:30:42,2.0,1718893840000000000,1718893842000000000,A,B,B,A,,,,True,,False,False,2.0,1,8.0,1445.0,"[""rat010"", ""rat032""]",rat032,rat010,15.0
286,2024-06-20,10:30:57.0,10:31:01.0,R,right,,rat010,rat032,rat032,rat010,,,,2024-06-20 10:30:57,2024-06-20 10:31:01,4.0,1718893857000000000,1718893861000000000,A,B,B,A,,,,True,,False,False,2.0,1,8.0,1464.0,"[""rat010"", ""rat032""]",rat032,rat010,17.0
287,2024-06-20,10:31:13.0,10:31:16.0,C,left,,rat003,rat004,rat003,rat004,,,,2024-06-20 10:31:13,2024-06-20 10:31:16,3.0,1718893873000000000,1718893876000000000,A,A,A,A,,True,,,,True,True,2.0,1,8.0,1479.0,"[""rat004"", ""rat003""]",rat004,rat003,2729.0
288,2024-06-20,10:31:16.0,10:31:27.0,F,left,,rat003,rat004,,,,,rat003 leave after several attacks,2024-06-20 10:31:16,2024-06-20 10:31:27,11.0,1718893876000000000,1718893887000000000,A,A,,,,True,,,,True,,2.0,1,8.0,1490.0,"[""rat004"", ""rat003""]",rat003,rat004,3.0
289,2024-06-20,10:33:09.0,10:33:13.0,PS,left,,rat033,rat003,rat033,rat003,,,"tunnel contest, by chance both go into tube, rat033 initiate forward step",2024-06-20 10:33:09,2024-06-20 10:33:13,4.0,1718893989000000000,1718893993000000000,B,A,B,A,,,,,True,False,True,2.0,1,8.0,1596.0,"[""rat033"", ""rat003""]",rat003,rat033,2104.0
290,2024-06-20,10:51:16.0,10:51:22.0,F,right,,rat003,rat007,rat003,rat007,rat006,,"rat006 interupt, rat007 escape",2024-06-20 10:51:16,2024-06-20 10:51:22,6.0,1718895076000000000,1718895082000000000,A,A,A,A,A,True,,,,True,True,2.0,1,,,"[""rat007"", ""rat003""]",rat003,rat007,3898.0
291,2024-06-20,10:51:24.0,10:51:27.0,F,right,,rat003,rat006,rat006,rat003,,,"rat006 defence, rat003 escape",2024-06-20 10:51:24,2024-06-20 10:51:27,3.0,1718895084000000000,1718895087000000000,A,A,A,A,,True,,,,True,False,2.0,1,,,"[""rat006"", ""rat003""]",rat006,rat003,1728.0
292,2024-06-20,10:56:51.0,10:56:55.0,PS,door,,rat007,rat034,rat007,rat034,,,"034 push the door, preventing 003 crossing",2024-06-20 10:56:51,2024-06-20 10:56:55,4.0,1718895411000000000,1718895415000000000,A,B,A,B,,,,True,,False,True,2.0,1,,,"[""rat007"", ""rat034""]",,,
293,2024-06-20,10:56:55.0,10:57:42.0,F,left,,rat034,rat007,rat007,rat034,rat003,"rat031, rat032, rat033, rat004","other interupt, 034 escape",2024-06-20 10:56:55,2024-06-20 10:57:42,47.0,1718895415000000000,1718895462000000000,B,A,A,B,A,,,,True,False,False,2.0,1,,,"[""rat007"", ""rat034""]",rat007,rat034,4.0
294,2024-06-20,10:57:42.0,10:57:59.0,PS,left,,rat003,rat007,rat003,rat007,rat006,,rat007 escape,2024-06-20 10:57:42,2024-06-20 10:57:59,17.0,1718895462000000000,1718895479000000000,A,A,A,A,A,True,,,,True,True,2.0,1,,,"[""rat007"", ""rat003""]",rat003,rat007,386.0
