clip,timestamp,rat003_center_x,rat003_center_y,rat004_center_x,rat004_center_y,rat005_center_x,rat005_center_y,rat006_center_x,rat006_center_y,rat007_center_x,rat007_center_y,rat010_center_x,rat010_center_y,rat030_center_x,rat030_center_y,rat031_center_x,rat031_center_y,rat032_center_x,rat032_center_y,rat033_center_x,rat033_center_y,rat034_center_x,rat034_center_y,rat035_center_x,rat035_center_y
C5,1718891813166965432,570,144,1746,307,2027,598,1282,928,1276,175,1576,403,1527,427,1993,967,1824,444,775,411,643,229,700,400
C5,1718891813266965512,570,147,1748,306,2022,577,1269,925,1290,183,1578,401,1527,428,2005,959,1826,446,772,410,651,236,695,397
C5,1718891813366965488,573,150,1747,308,2020,571,1261,924,1304,204,1578,403,1527,427,2011,951,1833,444,770,410,649,232,689,399
C5,1718891813466965416,575,151,1746,311,2006,532,1257,923,1311,218,1583,396,1527,427,2008,950,1842,442,768,410,651,221,687,399
C5,1718891813566965496,576,151,1745,312,2002,504,1254,923,1312,248,1587,392,1528,427,2007,951,1845,442,769,410,651,211,688,397
C5,1718891813666965392,574,148,1746,312,2000,480,1262,924,1311,267,1588,391,1528,427,2010,949,1845,442,768,410,651,208,689,399
C5,1718891813766965416,575,146,1745,313,2000,457,1268,924,1302,294,1592,388,1529,427,2006,948,1845,441,766,409,653,207,688,398
C5,1718891813866965376,575,146,1745,313,2000,449,1266,924,1296,328,1593,384,1528,427,2004,947,1848,440,766,409,655,207,689,399
C5,1718891813966965416,574,145,1744,313,2000,440,1265,927,1286,357,1596,380,1528,428,2007,944,1852,438,767,409,658,208,689,399
C5,1718891814066965360,574,145,1744,314,2001,428,1265,926,1276,390,1594,382,1528,429,2011,946,1855,436,765,408,664,209,689,400
C5,1718891814166965360,574,145,1743,314,2002,423,1265,927,1272,420,1595,381,1528,428,2008,951,1856,437,760,409,673,218,689,399
C5,1718891814266965400,576,146,1744,314,2003,418,1265,927,1268,431,1595,380,1529,429,2005,949,1857,437,759,408,677,213,686,395
C5,1718891814366965376,575,149,1743,315,2002,416,1266,927,1267,445,1595,380,1529,428,2005,952,1857,437,751,407,679,215,688,400
C5,1718891814466965368,577,150,1743,315,2002,409,1268,927,1266,460,1595,379,1529,428,2003,952,1858,437,748,408,682,220,688,394
C5,1718891814566965312,588,154,1744,315,2003,396,1267,927,1248,492,1595,379,1527,428,1992,959,1861,435,749,409,687,242,689,397
C5,1718891814666965280,608,159,1743,316,2007,378,1265,923,1244,530,1596,381,1526,428,2009,964,1864,433,745,408,704,262,690,402
C5,1718891814766965296,622,170,1744,316,2013,373,1260,916,1251,555,1596,382,1527,428,2009,965,1865,431,743,409,718,270,690,403
C5,1718891814866965240,637,184,1744,315,2015,367,1255,909,1252,570,1594,386,1527,428,2011,967,1865,431,739,408,733,272,691,403
C5,1718891814966965272,654,192,1743,315,2025,343,1240,897,1251,587,1593,387,1526,427,2007,966,1865,432,740,408,752,284,691,395
C5,1718891815066965248,679,209,1744,313,2027,335,1232,890,1258,594,1592,389,1526,427,2006,965,1867,432,740,413,782,302,691,395
C5,1718891815166965248,695,219,1745,312,2035,323,1230,888,1261,597,1590,396,1524,426,2002,964,1868,432,738,412,811,324,690,396
C5,1718891815266965304,724,234,1747,310,2041,317,1236,887,1262,597,1591,399,1521,423,2001,959,1869,433,737,409,839,342,690,400
C5,1718891815366965200,746,257,1747,309,2042,315,1238,886,1265,607,1593,398,1518,421,1999,951,1867,434,738,409,856,360,690,403
C5,1718891815466965256,773,271,1747,310,2042,311,1239,886,1264,605,1596,396,1514,416,1998,947,1867,433,766,408,858,367,689,403
C5,1718891815566965240,797,282,1745,312,2042,306,1241,888,1269,611,1600,391,1513,416,1998,945,1867,432,764,408,857,381,691,401
C5,1718891815666965160,820,298,1744,313,2042,307,1239,886,1279,628,1611,380,1513,415,1997,945,1868,432,757,409,844,402,691,402
C5,1718891815766965120,838,318,1744,313,2043,309,1240,892,1296,647,1622,368,1513,417,1996,946,1869,431,755,408,841,405,691,394
C5,1718891815866965160,847,327,1743,314,2045,310,1243,897,1324,663,1637,348,1513,416,1996,947,1869,430,759,407,846,405,701,369
C5,1718891815966965192,853,340,1743,314,2046,309,1240,901,1348,680,1649,337,1514,416,1996,946,1870,429,766,407,856,418,711,346
C5,1718891816066965152,868,355,1741,315,2046,310,1242,902,1372,691,1658,333,1514,417,1998,947,1869,429,739,407,853,425,716,324
C5,1718891816166965112,878,353,1739,315,2049,308,1242,901,1388,698,1665,332,1514,415,1998,947,1869,428,728,408,863,429,714,328
C5,1718891816266965096,879,353,1738,316,2057,304,1242,900,1396,705,1671,328,1515,415,1999,946,1869,428,728,407,865,430,712,329
C5,1718891816366965096,874,354,1741,315,2057,304,1239,900,1402,708,1675,320,1513,414,1998,945,1869,429,731,407,868,430,711,329
C5,1718891816466965056,874,359,1741,317,2055,304,1242,899,1420,713,1672,322,1513,414,1999,945,1871,429,725,408,868,429,716,323
C5,1718891816566965120,875,361,1738,322,2052,306,1237,900,1432,716,1671,326,1510,411,1999,944,1873,430,737,409,875,430,714,326
C5,1718891816666965096,875,356,1735,327,2056,304,1244,900,1439,722,1670,330,1510,411,1998,945,1873,430,742,409,889,432,717,324
C5,1718891816766965032,876,350,1735,331,2055,304,1243,900,1439,726,1668,333,1511,412,1998,949,1873,430,763,412,895,427,721,321
C5,1718891816866965056,879,351,1733,333,2056,303,1239,901,1438,725,1663,337,1510,411,1997,949,1874,430,772,410,901,421,721,320
C5,1718891816966965024,879,348,1734,333,2059,300,1237,902,1439,722,1658,340,1512,413,1997,949,1874,430,769,407,901,416,721,320
C5,1718891817066965016,881,343,1733,335,2060,299,1236,902,1440,723,1660,338,1512,413,1994,944,1874,430,772,408,900,415,721,320
C5,1718891817166965056,878,337,1731,338,2061,297,1232,905,1441,726,1655,342,1501,405,1993,941,1873,430,774,408,902,401,721,320
C5,1718891817266965024,880,335,1733,357,2062,297,1227,910,1447,730,1655,342,1491,392,1987,936,1872,430,775,408,895,398,721,320
C5,1718891817366964960,886,333,1742,387,2063,296,1228,911,1446,728,1657,342,1481,375,1980,934,1872,430,776,407,892,399,726,317
C5,1718891817466964976,889,333,1747,411,2064,294,1230,911,1447,728,1658,345,1474,361,1977,933,1872,430,775,407,891,403,722,321
C5,1718891817566964984,889,335,1751,431,2064,292,1231,912,1450,732,1663,345,1465,348,1975,934,1873,430,774,407,890,408,724,321
C5,1718891817666964848,890,333,1755,434,2064,290,1231,913,1452,740,1673,342,1456,334,1970,934,1872,429,775,408,893,413,725,322
C5,1718891817766964920,892,332,1757,435,2063,290,1234,912,1455,750,1682,338,1448,325,1968,938,1871,429,773,408,902,410,732,323
C5,1718891817866964904,895,334,1759,436,2063,289,1234,915,1458,761,1691,339,1442,321,1978,937,1872,429,775,408,907,404,734,324
C5,1718891817966964872,897,331,1758,433,2063,288,1233,919,1463,769,1700,338,1437,320,1979,938,1871,429,776,408,906,405,743,324
C5,1718891818066964904,898,329,1757,428,2063,288,1233,919,1466,771,1706,335,1431,317,1978,937,1872,428,776,407,907,402,741,323
C5,1718891818166964848,898,325,1763,426,2063,288,1228,922,1467,773,1707,333,1426,313,1979,937,1872,428,775,406,909,398,736,325
C5,1718891818266964800,899,323,1774,424,2064,288,1227,922,1464,767,1710,333,1425,310,1977,938,1872,428,775,406,910,398,734,323
C5,1718891818366964880,894,316,1791,420,2064,289,1229,924,1459,763,1712,334,1418,300,1974,938,1872,427,775,407,911,393,726,306
C5,1718891818466964856,895,314,1808,420,2061,293,1228,928,1454,755,1713,333,1414,297,1973,940,1873,427,775,409,916,387,713,289
C5,1718891818566964752,896,310,1824,418,2057,298,1227,933,1451,750,1714,334,1408,293,1977,941,1873,427,777,409,934,366,698,267
C5,1718891818666964832,899,300,1836,411,2057,301,1224,936,1448,740,1719,334,1399,291,1976,943,1877,426,775,410,926,365,684,250
C5,1718891818766964808,896,294,1863,380,2059,298,1223,939,1441,727,1717,334,1396,294,1972,941,1873,430,775,409,922,366,681,250
C5,1718891818866964848,891,296,1886,347,2058,298,1219,943,1437,720,1714,334,1395,294,1976,939,1869,433,776,408,927,364,680,251
C5,1718891818966964768,889,299,1903,308,2060,294,1219,944,1437,718,1714,334,1385,290,1972,939,1867,433,777,408,928,359,681,255
C5,1718891819066964720,893,300,1927,271,2062,295,1218,946,1434,715,1714,334,1373,286,1967,940,1866,431,777,408,928,361,680,255
C5,1718891819166964728,899,297,1947,246,2058,305,1216,948,1437,716,1716,332,1367,281,1966,942,1865,432,777,408,930,365,680,254
C5,1718891819266964800,899,297,1965,224,2054,309,1213,951,1436,714,1715,333,1359,277,1961,942,1865,432,777,408,928,367,679,254
C5,1718891819366964784,903,292,1988,203,2050,316,1212,954,1443,709,1716,333,1355,275,1955,942,1864,434,777,407,926,368,680,257
C5,1718891819466964664,900,291,2008,184,2042,316,1212,956,1444,709,1715,333,1349,274,1957,942,1862,436,775,407,926,366,680,258
C5,1718891819566964688,904,289,2029,162,2040,310,1213,955,1444,708,1716,334,1352,276,1954,944,1865,435,777,408,925,365,681,257
C5,1718891819666964688,901,290,2053,140,2038,313,1211,955,1441,709,1714,333,1354,277,1957,944,1866,435,776,408,922,371,682,259
C5,1718891819766964648,904,291,2065,129,2031,302,1211,954,1438,709,1712,333,1354,277,1956,943,1874,433,773,408,927,369,683,263
C5,1718891819866964696,906,295,2077,117,2027,296,1211,954,1438,709,1713,334,1355,277,1956,943,1883,431,771,408,930,368,680,257
C5,1718891819966964712,900,295,2087,111,2021,286,1211,954,1440,709,1714,333,1355,277,1955,943,1888,428,769,407,931,366,679,254
C5,1718891820066964592,897,292,2097,104,2012,272,1211,953,1440,708,1715,333,1355,278,1956,944,1890,427,769,408,925,367,672,243
C5,1718891820166964584,891,290,2096,102,2001,257,1212,952,1441,707,1714,333,1352,277,1955,944,1890,428,771,408,924,367,663,230
C5,1718891820266964624,890,285,2099,100,1995,245,1217,944,1443,705,1714,334,1355,280,1954,944,1894,427,770,408,926,361,652,217
C5,1718891820366964632,900,283,2108,94,1984,237,1222,942,1444,702,1716,334,1355,282,1952,944,1901,424,770,408,931,352,647,211
C5,1718891820466964568,897,280,2115,89,1979,224,1229,934,1447,701,1714,334,1359,283,1949,945,1904,422,769,407,937,339,635,196
C5,1718891820566964528,898,271,2115,90,1976,205,1232,931,1454,700,1715,334,1356,281,1944,948,1907,420,765,407,931,337,632,191
C5,1718891820666964616,897,270,2118,88,1981,174,1230,934,1460,695,1715,335,1360,280,1939,949,1908,420,766,407,926,341,629,188
C5,1718891820766964512,887,273,2118,88,1982,151,1231,932,1463,697,1714,335,1355,279,1933,952,1912,419,765,407,927,336,623,183
C5,1718891820866964552,886,271,2119,90,1970,128,1231,932,1466,698,1713,335,1354,281,1931,950,1915,420,751,408,929,332,621,182
C5,1718891820966964592,878,271,2119,89,1964,125,1231,932,1482,698,1712,335,1353,282,1929,950,1919,423,741,408,923,334,618,180
C5,1718891821066964536,882,268,2122,85,1965,120,1232,932,1486,695,1710,336,1345,284,1930,951,1921,422,731,405,922,323,619,175
C5,1718891821166964480,885,264,2129,77,1967,115,1232,932,1495,695,1710,337,1332,287,1924,954,1925,421,731,404,917,323,621,178
C5,1718891821266964424,883,267,2130,78,1962,107,1232,932,1500,696,1709,338,1325,288,1927,953,1928,421,733,405,917,326,631,163
C5,1718891821366964432,885,268,2131,78,1956,103,1231,932,1501,696,1705,339,1316,290,1915,953,1931,419,735,406,921,326,637,152
C5,1718891821466964448,888,268,2130,78,1955,102,1233,931,1500,696,1706,339,1315,291,1905,949,1937,417,738,406,921,327,648,146
C5,1718891821566964472,884,267,2130,78,1957,99,1237,927,1497,697,1709,336,1315,292,1901,949,1940,415,737,406,915,324,654,140
C5,1718891821666964416,883,267,2131,78,1960,99,1237,926,1481,700,1711,336,1315,291,1898,949,1939,415,739,406,914,325,665,132
C5,1718891821766964384,879,267,2131,82,1960,99,1235,925,1475,701,1715,334,1316,291,1889,946,1938,415,738,406,909,326,672,130
C5,1718891821866964368,873,263,2123,90,1960,99,1229,928,1470,703,1716,334,1316,291,1880,945,1936,415,738,406,907,322,674,130
C5,1718891821966964432,875,264,2119,96,1962,99,1227,929,1463,704,1715,333,1318,289,1859,951,1936,416,737,405,910,318,675,132
C5,1718891822066964480,873,262,2115,100,1961,100,1224,931,1452,709,1715,333,1324,287,1836,953,1936,416,737,404,909,322,676,131
C5,1718891822166964352,874,261,2095,85,1961,100,1225,930,1442,710,1719,333,1329,286,1818,954,1937,415,738,405,909,327,676,132
C5,1718891822266964392,873,263,2070,75,1963,102,1226,927,1443,709,1718,333,1327,289,1790,948,1937,415,735,404,909,327,677,131
C5,1718891822366964368,874,265,2044,68,1963,102,1226,927,1440,708,1716,333,1323,291,1763,944,1937,415,735,405,912,328,677,131
C5,1718891822466964320,875,266,2021,71,1962,99,1233,923,1437,706,1715,333,1322,291,1733,941,1939,415,735,406,914,323,677,131
C5,1718891822566964312,874,267,1979,70,1952,99,1234,922,1438,704,1717,333,1323,290,1713,945,1942,417,735,405,913,331,676,131
C5,1718891822666964384,868,267,1919,73,1952,94,1234,923,1442,699,1717,332,1326,288,1688,944,1949,416,734,404,911,331,677,131
C5,1718891822766964376,873,269,1901,76,1934,103,1229,927,1442,698,1718,331,1334,287,1664,943,1955,416,734,403,909,330,677,131
C5,1718891822866964320,876,269,1917,68,1906,77,1226,928,1442,694,1718,330,1328,289,1641,942,1958,414,731,402,909,329,676,132
C5,1718891822966964328,875,270,1862,62,1902,77,1226,928,1441,695,1717,331,1329,289,1613,940,1961,412,734,404,910,330,676,132
C5,1718891823066964304,878,267,1887,72,1819,84,1226,928,1449,687,1716,331,1328,290,1599,939,1964,410,730,403,913,329,674,132
C5,1718891823166964272,880,266,1861,86,1861,81,1226,928,1436,687,1715,331,1324,291,1584,939,1967,409,735,404,913,333,673,133
C5,1718891823266964272,882,267,1871,62,1847,89,1226,928,1431,687,1712,333,1316,292,1575,939,1973,407,740,404,915,331,675,133
C5,1718891823366964296,880,266,1871,62,1834,85,1230,926,1436,672,1712,332,1312,294,1555,939,1976,407,747,406,916,330,677,133
C5,1718891823466964184,878,267,1807,82,1829,85,1232,925,1433,665,1710,332,1306,295,1538,936,1978,409,750,407,916,330,677,133
C5,1718891823566964192,874,267,1816,64,1766,90,1231,928,1427,662,1709,331,1303,293,1534,933,1984,410,752,407,917,330,678,133
C5,1718891823666964192,875,268,1822,66,1713,103,1234,928,1423,659,1708,330,1299,292,1533,935,1984,411,752,407,918,331,676,133
C5,1718891823766964240,875,268,1817,68,1663,106,1231,932,1421,663,1708,329,1293,291,1521,933,1982,411,751,407,920,331,679,133
C5,1718891823866964144,875,269,1819,69,1626,103,1230,932,1422,668,1709,327,1289,290,1487,911,1982,412,750,407,920,332,692,127
C5,1718891823966964104,875,269,1799,72,1571,108,1229,931,1422,667,1710,321,1288,289,1472,902,1980,412,746,406,920,332,701,121
C5,1718891824066964096,874,270,1794,73,1536,111,1228,929,1423,666,1715,312,1290,289,1453,891,1980,413,749,406,920,332,711,112
C5,1718891824166964120,873,271,1792,73,1498,118,1228,929,1424,667,1718,306,1290,289,1443,886,1980,413,748,407,921,331,713,109
C5,1718891824266964176,873,270,1792,74,1459,122,1229,928,1423,667,1718,305,1292,290,1431,877,1980,413,746,406,921,333,718,108
C5,1718891824366964184,874,268,1791,78,1421,124,1229,927,1423,668,1718,302,1293,290,1419,866,1980,413,747,407,921,334,729,106
C5,1718891824466964128,873,268,1793,78,1390,130,1229,925,1423,673,1717,301,1295,290,1405,858,1981,412,751,408,922,332,736,106
C5,1718891824566964096,875,267,1796,80,1356,131,1228,923,1417,673,1716,308,1300,291,1388,849,1982,413,751,408,921,333,755,98
C5,1718891824666964104,877,267,1798,80,1338,131,1224,926,1407,668,1713,315,1304,291,1378,842,1982,412,753,407,922,329,791,88
C5,1718891824766964128,881,265,1801,79,1329,135,1232,922,1403,664,1714,318,1309,290,1372,836,1982,412,747,408,921,329,823,87
C5,1718891824866964040,880,265,1799,78,1319,144,1236,913,1390,656,1715,317,1312,289,1374,835,1983,412,743,409,920,328,845,88
C5,1718891824966964024,878,264,1798,78,1313,151,1246,921,1380,653,1717,318,1314,288,1377,835,1983,412,729,410,918,330,873,88
C5,1718891825066964088,878,264,1798,78,1308,154,1274,932,1366,651,1716,323,1313,284,1376,835,1981,413,733,409,917,328,901,84
C5,1718891825166964000,877,265,1798,77,1301,154,1304,943,1351,647,1711,331,1318,284,1376,835,1980,412,730,410,916,330,924,85
C5,1718891825266964000,878,265,1798,77,1294,169,1302,933,1341,646,1711,333,1316,284,1377,836,1978,413,732,412,917,329,943,82
C5,1718891825366964024,877,263,1799,78,1285,170,1301,930,1340,646,1710,333,1318,282,1377,836,1979,415,724,416,915,331,960,81
C5,1718891825466963960,879,263,1799,78,1273,174,1307,929,1346,650,1709,334,1322,280,1377,836,1984,415,726,417,917,331,974,80
C5,1718891825566964032,876,265,1798,81,1265,174,1317,926,1339,654,1711,333,1327,280,1377,836,1988,414,727,416,917,333,987,78
C5,1718891825666964000,875,267,1796,84,1257,175,1329,925,1329,657,1705,337,1329,281,1377,836,1991,416,727,415,917,332,999,79
C5,1718891825766964000,873,266,1796,86,1247,174,1346,929,1324,658,1703,338,1334,280,1378,836,1995,417,722,415,916,333,1009,80
C5,1718891825866963976,876,263,1800,90,1238,174,1354,929,1324,657,1703,337,1334,280,1377,836,1995,417,715,414,916,331,1018,80
C5,1718891825966963952,874,262,1807,91,1229,173,1364,927,1325,659,1704,335,1335,280,1378,836,1997,416,701,414,915,333,1026,78
C5,1718891826066963848,874,263,1824,81,1226,174,1376,925,1328,658,1708,338,1328,285,1377,834,1996,418,696,414,915,335,1034,77
C5,1718891826166963824,874,266,1839,76,1222,173,1389,925,1331,658,1714,355,1316,290,1376,834,1998,421,683,415,916,334,1038,78
C5,1718891826266963928,872,267,1854,69,1220,172,1406,930,1334,658,1712,369,1309,293,1369,830,1998,420,676,415,916,332,1041,77
C5,1718891826366963920,870,267,1865,69,1221,170,1423,934,1338,660,1710,376,1305,294,1359,823,1999,420,665,417,915,334,1043,76
C5,1718891826466963888,868,266,1881,72,1221,168,1437,937,1349,659,1709,374,1297,298,1353,815,1999,420,654,417,915,329,1040,74
C5,1718891826566963872,871,267,1899,72,1217,163,1458,939,1364,656,1711,376,1295,299,1347,811,1998,420,638,417,915,332,1042,72
C5,1718891826666963856,863,268,1913,75,1218,165,1482,943,1371,656,1715,399,1293,299,1345,807,1977,428,628,418,918,330,1036,71
C5,1718891826766963768,861,270,1918,81,1219,167,1493,944,1371,657,1715,425,1294,297,1341,800,1949,432,620,416,919,333,1035,71
C5,1718891826866963816,861,271,1924,89,1212,164,1497,946,1364,656,1712,444,1304,295,1331,791,1906,441,615,415,917,339,1037,71
C5,1718891826966963744,863,272,1931,91,1207,162,1492,945,1369,660,1712,446,1312,293,1324,782,1853,451,612,416,917,338,1036,72
C5,1718891827066963840,864,273,1937,94,1201,160,1486,941,1373,658,1711,445,1329,287,1314,775,1830,457,607,417,919,341,1039,72
C5,1718891827166963728,866,274,1942,104,1187,155,1484,939,1383,657,1711,446,1334,281,1308,768,1821,459,603,417,926,346,1060,74
C5,1718891827266963808,867,277,1956,110,1178,155,1486,939,1391,661,1712,446,1339,278,1303,755,1798,451,605,416,929,349,1058,75
C5,1718891827366963760,866,277,1950,105,1165,154,1491,940,1398,655,1712,446,1340,277,1303,752,1790,456,602,415,930,352,1051,74
C5,1718891827466963744,868,276,1943,99,1163,153,1496,942,1403,656,1711,445,1342,277,1302,748,1769,456,601,415,934,358,1046,73
C5,1718891827566963728,867,276,1948,99,1163,156,1510,943,1414,655,1711,443,1341,278,1299,744,1758,456,605,415,939,365,1040,74
C5,1718891827666963760,863,276,1952,94,1164,157,1550,943,1431,656,1711,444,1328,281,1293,738,1667,453,604,414,940,368,1052,75
C5,1718891827766963680,863,276,1953,91,1162,158,1566,944,1443,658,1711,445,1322,280,1288,728,1651,449,600,415,942,371,1058,77
C5,1718891827866963704,861,276,1950,90,1154,158,1585,946,1450,659,1713,441,1321,279,1286,721,1638,446,595,414,943,374,1060,76
C5,1718891827966963728,864,276,1949,87,1145,157,1598,945,1460,660,1713,438,1323,279,1286,716,1619,444,592,413,945,376,1054,77
C5,1718891828066963656,862,276,1944,87,1130,159,1611,943,1476,665,1711,438,1325,279,1283,710,1600,443,590,415,946,378,1050,79
C5,1718891828166963664,862,277,1933,86,1115,161,1635,943,1493,674,1713,434,1321,276,1280,707,1587,442,589,416,939,380,1049,79
C5,1718891828266963592,862,281,1932,87,1104,162,1675,937,1500,684,1716,435,1324,272,1279,706,1580,442,583,417,935,386,1049,77
C5,1718891828366963592,864,285,1927,90,1092,163,1703,937,1514,693,1721,440,1327,272,1273,704,1578,442,575,417,923,390,1050,77
C5,1718891828466963672,870,297,1916,98,1082,166,1725,938,1519,697,1724,442,1330,270,1271,703,1574,443,565,418,910,391,1047,76
C5,1718891828566963600,873,301,1903,106,1051,174,1752,941,1523,697,1723,443,1324,261,1269,702,1569,442,566,417,896,393,1047,76
C5,1718891828666963536,878,306,1895,107,1029,181,1772,942,1526,696,1724,444,1322,258,1269,702,1559,440,566,416,887,397,1048,75
C5,1718891828766963528,891,314,1883,114,1009,187,1795,944,1530,695,1725,447,1314,254,1272,703,1553,440,564,416,888,400,1044,76
C5,1718891828866963616,893,329,1867,119,1001,191,1814,947,1537,695,1726,449,1313,255,1271,704,1551,439,561,416,903,401,1046,74
C5,1718891828966963560,891,338,1862,118,994,195,1828,948,1551,698,1728,448,1307,252,1270,702,1551,439,557,416,908,414,1047,74
C5,1718891829066963600,899,335,1854,122,989,201,1843,948,1570,701,1728,446,1303,251,1273,701,1551,439,559,415,918,422,1034,73
C5,1718891829166963544,903,337,1847,127,981,204,1855,948,1584,699,1728,445,1299,249,1268,698,1551,439,559,415,921,424,1030,72
C5,1718891829266963592,898,333,1839,128,974,206,1858,950,1607,703,1727,443,1292,248,1261,696,1551,439,560,415,931,415,1028,72
C5,1718891829366963512,901,333,1816,133,968,206,1861,951,1605,700,1726,444,1288,247,1257,695,1550,440,559,415,936,413,1029,73
C5,1718891829466963504,904,331,1798,136,961,206,1862,948,1624,703,1727,445,1286,248,1254,693,1550,440,557,414,937,411,1028,75
C5,1718891829566963536,900,329,1773,135,952,207,1862,949,1650,708,1726,447,1286,248,1252,691,1550,440,558,414,934,418,1038,81
C5,1718891829666963480,901,330,1741,140,942,206,1862,947,1656,709,1725,449,1292,251,1253,691,1549,441,559,414,935,418,1039,87
C5,1718891829766963488,901,330,1732,138,925,202,1859,946,1662,712,1725,447,1303,256,1252,691,1549,441,556,415,939,420,1041,92
C5,1718891829866963456,900,332,1718,132,908,196,1858,947,1667,714,1720,451,1309,260,1251,691,1548,441,556,415,943,410,1031,126
C5,1718891829966963480,901,331,1708,126,890,191,1859,948,1666,714,1709,451,1310,259,1248,690,1550,440,554,415,941,414,1021,138
C5,1718891830066963432,904,332,1702,121,860,182,1860,947,1661,715,1692,450,1309,260,1247,689,1552,440,552,415,942,413,1017,140
C5,1718891830166963440,898,329,1697,121,843,178,1863,948,1668,722,1679,448,1309,260,1243,689,1552,440,551,415,944,415,1012,135
C5,1718891830266963448,901,328,1695,125,833,174,1866,946,1679,727,1667,448,1306,256,1241,689,1546,439,546,416,944,416,1011,139
C5,1718891830366963336,904,329,1694,126,818,170,1864,947,1682,726,1656,446,1303,250,1238,689,1543,438,547,415,944,419,1013,145
C5,1718891830466963416,907,329,1692,125,807,165,1863,948,1677,724,1639,443,1298,243,1234,689,1533,436,546,415,948,416,1018,146
C5,1718891830566963344,907,326,1694,126,803,159,1863,949,1687,724,1634,440,1292,239,1234,686,1527,433,548,413,950,417,1024,153
C5,1718891830666963344,904,327,1689,126,799,151,1863,949,1685,724,1619,440,1290,238,1234,683,1519,430,548,413,951,416,1015,157
C5,1718891830766963312,903,327,1688,127,790,137,1864,949,1686,721,1599,439,1282,229,1235,680,1509,423,548,412,951,413,1012,162
C5,1718891830866963328,904,326,1688,125,776,119,1865,948,1697,715,1578,438,1283,233,1234,677,1500,414,550,413,949,415,1013,163
C5,1718891830966963304,914,327,1689,126,771,116,1864,949,1716,711,1565,439,1281,230,1232,675,1497,406,550,413,949,414,1019,163
C5,1718891831066963280,913,328,1688,127,768,111,1864,949,1741,708,1548,441,1283,230,1233,675,1497,402,549,414,948,415,1029,165
C5,1718891831166963336,912,328,1686,125,762,104,1866,949,1771,703,1538,442,1283,228,1236,676,1497,401,550,414,948,416,1036,168
C5,1718891831266963256,906,328,1683,124,760,106,1865,949,1779,696,1532,444,1284,227,1235,675,1497,400,550,413,949,418,1041,170
C5,1718891831366963304,906,328,1673,123,760,111,1866,949,1797,698,1532,443,1283,228,1234,674,1496,401,550,413,949,419,1045,172
C5,1718891831466963184,905,327,1661,119,761,114,1867,948,1810,704,1531,443,1283,228,1234,674,1496,401,549,413,949,420,1046,172
C5,1718891831566963304,904,327,1646,118,761,114,1867,948,1818,708,1531,441,1283,227,1233,674,1496,401,549,413,950,420,1046,172
C5,1718891831666963152,903,328,1641,117,761,113,1867,948,1834,717,1531,441,1282,226,1233,674,1496,400,549,413,949,420,1045,172
C5,1718891831766963272,902,328,1632,115,761,114,1866,948,1845,722,1530,442,1282,225,1234,674,1496,400,550,413,949,421,1047,172
C5,1718891831891963184,902,328,1616,115,760,115,1866,947,1857,731,1531,443,1281,225,1233,674,1496,399,552,412,948,422,1047,172
C5,1718891831966963224,904,328,1602,112,760,115,1866,948,1864,739,1528,443,1282,226,1233,675,1496,399,552,413,949,421,1046,172
C5,1718891832066963208,902,329,1583,110,760,116,1865,948,1857,740,1525,448,1281,225,1232,676,1496,399,551,412,949,421,1048,173
C5,1718891832166963152,903,329,1557,108,761,115,1865,948,1878,740,1515,463,1280,225,1232,677,1497,399,549,412,949,421,1048,172
C5,1718891832266963088,903,328,1520,109,761,115,1865,947,1881,737,1504,486,1279,224,1233,677,1501,405,549,412,949,421,1050,173
C5,1718891832366963168,903,328,1479,129,761,115,1865,947,1886,737,1491,507,1278,223,1234,678,1503,409,549,412,949,422,1051,172
C5,1718891832466963168,903,328,1430,145,761,114,1864,948,1894,737,1486,514,1277,223,1235,679,1509,416,553,412,948,423,1050,172
C5,1718891832566963088,903,328,1395,150,761,115,1864,949,1906,738,1483,515,1276,222,1234,679,1505,409,553,413,948,424,1048,173
C5,1718891832666963136,903,328,1363,156,761,115,1865,949,1912,740,1478,516,1275,221,1232,678,1501,404,553,413,948,424,1047,172
C5,1718891832766963064,903,327,1344,162,761,114,1865,947,1918,740,1473,517,1275,221,1231,678,1503,407,553,413,948,425,1050,173
C5,1718891832866963072,905,328,1335,159,761,115,1864,948,1932,740,1471,523,1277,222,1230,680,1511,417,553,413,948,425,1053,175
C5,1718891832966963040,903,329,1328,154,761,115,1864,949,1932,739,1473,521,1279,223,1228,680,1512,418,553,413,947,427,1053,175
C5,1718891833066963056,899,330,1328,153,761,115,1863,950,1938,738,1473,521,1286,231,1227,681,1510,415,553,413,945,432,1053,175
C5,1718891833166963040,899,333,1327,153,761,115,1863,950,1940,739,1473,522,1288,234,1226,681,1511,416,554,413,942,436,1054,174
C5,1718891833266962992,897,336,1321,153,761,115,1864,947,1939,741,1468,527,1289,236,1226,681,1510,414,555,414,942,438,1055,173
C5,1718891833366962920,893,339,1307,149,761,115,1867,946,1938,742,1458,536,1288,236,1225,681,1510,415,554,413,951,440,1055,172
C5,1718891833466963016,898,345,1299,144,761,115,1868,947,1939,743,1448,541,1290,239,1226,680,1510,416,555,413,966,442,1057,171
C5,1718891833566962912,902,351,1295,138,761,116,1865,949,1936,743,1442,546,1290,241,1230,681,1509,418,555,413,988,440,1057,171
