clip,timestamp,rat003_center_x,rat003_center_y,rat004_center_x,rat004_center_y,rat005_center_x,rat005_center_y,rat006_center_x,rat006_center_y,rat007_center_x,rat007_center_y,rat010_center_x,rat010_center_y,rat030_center_x,rat030_center_y,rat031_center_x,rat031_center_y,rat032_center_x,rat032_center_y,rat033_center_x,rat033_center_y,rat034_center_x,rat034_center_y,rat035_center_x,rat035_center_y
C2,1718891083067186840,1440,240,1991,452,1307,779,1905,425,1258,464,2041,916,738,657,345,257,416,343,1488,407,1845,436,406,124
C2,1718891083167186840,1424,223,1997,466,1307,779,1905,425,1254,465,2040,918,754,663,345,258,417,342,1488,406,1845,434,405,118
C2,1718891083267186840,1410,211,1997,481,1308,779,1906,424,1249,468,2039,918,775,671,344,259,418,341,1488,406,1846,429,405,117
C2,1718891083367186840,1393,192,1997,495,1308,780,1906,422,1249,469,2039,918,773,671,347,261,419,341,1487,406,1845,427,404,112
C2,1718891083467186840,1378,176,2001,523,1305,776,1906,423,1247,468,2037,916,776,675,347,262,419,342,1486,406,1846,425,411,118
C2,1718891083567186840,1366,168,2001,553,1301,770,1905,424,1236,472,2037,917,792,681,345,261,419,343,1486,406,1846,425,411,118
C2,1718891083667186840,1355,163,2000,582,1295,761,1903,426,1236,473,2037,918,817,691,341,259,421,344,1486,407,1845,425,410,119
C2,1718891083767186840,1347,153,2001,608,1291,748,1905,423,1227,486,2038,919,832,699,339,258,422,344,1486,406,1846,427,412,123
C2,1718891083867186840,1349,152,2002,625,1289,743,1907,420,1204,503,2030,924,836,702,342,258,421,344,1484,408,1848,428,416,127
C2,1718891083967186840,1350,150,2001,655,1288,744,1908,417,1193,528,2006,918,841,704,346,259,423,345,1484,408,1849,428,417,128
C2,1718891084067186840,1347,145,2005,684,1287,743,1906,422,1189,544,1971,922,847,710,348,258,423,348,1484,408,1847,427,416,125
C2,1718891084167186840,1341,137,2015,715,1285,742,1906,421,1185,554,1913,915,855,717,346,256,422,348,1483,408,1847,428,416,125
C2,1718891084267186840,1330,128,2017,751,1284,737,1906,423,1181,569,1874,919,862,722,355,257,420,347,1485,407,1848,428,416,123
C2,1718891084367186840,1321,121,2019,773,1283,729,1906,424,1183,586,1833,924,871,725,358,255,418,348,1485,407,1848,429,417,124
C2,1718891084467186840,1313,112,2020,794,1285,717,1905,426,1185,590,1784,929,879,727,360,259,419,348,1485,407,1848,428,419,118
C2,1718891084567186840,1309,103,2017,812,1286,714,1904,427,1186,602,1747,935,884,728,378,258,420,348,1485,407,1848,428,416,108
C2,1718891084667186840,1305,96,2005,831,1287,701,1904,428,1188,615,1699,938,886,730,380,260,422,347,1485,407,1848,428,413,92
C2,1718891084767186840,1297,90,2001,845,1285,696,1904,428,1194,636,1639,948,888,731,372,262,423,347,1485,408,1847,428,413,81
C2,1718891084867186840,1288,87,1990,863,1287,686,1905,427,1197,648,1586,949,894,724,375,255,429,346,1485,409,1848,428,416,80
C2,1718891084967186840,1281,84,1971,875,1288,664,1906,427,1198,650,1544,950,901,716,371,248,435,344,1485,409,1848,428,418,80
C2,1718891085067186840,1276,81,1948,886,1280,646,1905,427,1207,668,1496,951,908,709,370,244,448,344,1486,408,1846,427,421,81
C2,1718891085167186840,1271,79,1913,897,1280,630,1907,424,1211,665,1456,941,918,706,369,243,458,351,1486,408,1847,427,422,80
C2,1718891085267186840,1265,78,1861,909,1277,628,1906,426,1211,662,1416,941,922,703,369,241,464,350,1486,408,1846,424,422,79
C2,1718891085367186840,1266,79,1816,913,1273,631,1906,425,1210,663,1374,934,918,704,370,241,463,350,1484,409,1844,424,420,80
C2,1718891085467186840,1269,79,1766,916,1272,633,1902,429,1207,671,1340,928,919,701,372,235,467,349,1485,410,1845,424,422,79
C2,1718891085567186840,1272,80,1730,922,1270,634,1897,432,1204,676,1311,932,922,697,376,230,471,344,1483,411,1838,424,424,80
C2,1718891085667186840,1281,79,1682,930,1271,634,1897,432,1206,670,1286,928,925,692,379,224,483,340,1483,411,1824,425,422,80
C2,1718891085767186840,1287,77,1618,940,1271,634,1895,434,1205,670,1274,932,925,692,381,220,497,340,1484,410,1808,431,422,78
C2,1718891085867186840,1283,93,1580,940,1272,633,1894,438,1205,673,1260,936,926,691,381,226,519,343,1483,409,1786,435,422,81
C2,1718891085967186840,1286,107,1532,937,1272,633,1894,440,1205,673,1247,942,926,691,382,220,539,345,1485,407,1767,442,422,82
C2,1718891086067186840,1289,130,1499,936,1271,634,1895,440,1206,676,1239,951,927,691,384,203,555,343,1487,405,1751,445,422,81
C2,1718891086167186840,1291,138,1472,940,1270,634,1900,437,1206,687,1240,953,927,691,385,190,571,333,1488,406,1748,442,422,80
C2,1718891086267186840,1291,141,1442,943,1270,634,1899,436,1205,692,1241,953,925,692,382,179,588,321,1488,405,1734,438,424,76
C2,1718891086367186840,1292,147,1422,947,1270,634,1888,438,1203,696,1240,954,922,693,379,166,597,320,1487,403,1723,438,425,78
C2,1718891086467186840,1287,158,1402,953,1269,634,1876,442,1203,696,1240,953,924,684,379,162,600,321,1485,401,1705,438,424,76
C2,1718891086567186840,1278,163,1386,954,1269,635,1860,443,1203,696,1239,953,923,686,384,169,598,320,1484,402,1692,433,391,77
C2,1718891086667186840,1272,165,1367,952,1270,635,1840,439,1203,695,1241,952,923,688,385,163,594,320,1482,405,1668,430,389,78
C2,1718891086767186840,1270,171,1354,949,1271,634,1830,438,1203,693,1243,951,923,692,385,164,596,320,1486,405,1647,428,392,79
C2,1718891086867186840,1270,177,1350,949,1272,634,1817,436,1202,695,1243,949,923,694,385,164,601,319,1489,407,1636,426,390,83
C2,1718891086967186840,1271,178,1338,939,1274,632,1803,432,1202,692,1239,947,926,692,385,164,611,317,1489,408,1624,423,390,83
C3,1718891124067166336,1494,385,1927,378,1920,288,2130,280,1966,430,2101,84,1990,383,701,954,1090,166,1892,435,1815,443,306,989
C3,1718891124167166272,1491,393,1927,378,1896,273,2129,268,1966,430,2052,75,1988,383,695,955,1090,165,1893,434,1817,443,320,977
C3,1718891124267166264,1488,407,1928,380,1874,263,2129,249,1967,430,2020,73,1989,383,693,954,1096,161,1896,437,1819,445,311,959
C3,1718891124367166112,1487,425,1929,381,1859,255,2132,237,1966,430,2010,71,1988,384,700,957,1108,157,1896,439,1823,446,305,953
C3,1718891124467166088,1485,437,1930,384,1840,246,2133,235,1967,429,1975,66,1989,381,706,958,1125,159,1896,439,1823,446,291,930
C3,1718891124567166096,1483,451,1934,384,1825,238,2130,236,1970,428,1937,66,1992,379,709,958,1129,158,1897,437,1824,447,284,908
C3,1718891124667166000,1479,458,1935,384,1815,233,2128,238,1968,427,1930,72,1994,380,710,955,1132,158,1899,437,1824,447,281,894
C3,1718891124767165928,1476,463,1934,385,1807,229,2127,237,1969,427,1883,68,1994,380,706,947,1132,158,1901,439,1825,446,275,891
C3,1718891124867165872,1471,478,1934,383,1805,225,2127,234,1968,428,1835,75,1992,380,697,934,1132,159,1900,438,1826,446,268,872
C3,1718891124967165920,1472,487,1935,382,1803,225,2128,234,1968,428,1806,80,1992,380,691,919,1131,159,1901,439,1827,446,260,856
C3,1718891125067165784,1471,491,1935,381,1804,230,2128,233,1967,428,1784,81,1992,380,689,907,1131,159,1901,438,1828,446,249,835
C3,1718891125167165832,1472,496,1935,381,1800,238,2128,232,1966,429,1765,79,1992,380,687,895,1131,159,1901,438,1827,446,239,812
C3,1718891125267165672,1471,500,1935,381,1796,244,2127,231,1967,428,1734,79,1992,379,683,879,1130,158,1902,439,1828,446,233,798
C3,1718891125367165672,1464,506,1935,380,1793,245,2127,229,1970,427,1702,79,1993,380,680,866,1130,158,1901,439,1829,447,193,795
C3,1718891125467165648,1455,513,1935,378,1791,246,2128,227,1971,427,1666,78,1993,379,680,850,1130,157,1898,439,1831,448,179,796
C3,1718891125567165544,1447,520,1935,376,1787,251,2128,225,1974,426,1642,82,1993,380,678,839,1130,158,1901,438,1834,449,177,797
C3,1718891125667165576,1444,528,1934,375,1780,263,2128,226,1974,427,1634,79,1992,381,671,831,1131,157,1903,437,1835,448,184,799
C3,1718891125767165448,1440,540,1934,375,1778,265,2128,228,1973,429,1632,77,1992,381,669,810,1141,156,1914,444,1846,447,185,799
C3,1718891125867165408,1433,547,1933,374,1780,267,2127,231,1973,429,1630,76,1992,380,673,805,1142,156,1913,440,1854,447,182,798
C3,1718891125967165368,1427,550,1933,374,1781,267,2126,233,1974,428,1626,76,1990,379,673,800,1143,156,1898,443,1855,456,180,801
C3,1718891126067165400,1427,548,1934,375,1781,268,2125,234,1977,427,1627,76,1990,378,670,792,1147,155,1897,445,1836,473,184,805
C3,1718891126167165336,1428,547,1933,375,1780,270,2125,232,1977,425,1629,77,1991,378,675,775,1149,154,1904,446,1833,471,186,811
C3,1718891126267165272,1426,547,1930,381,1778,272,2126,228,1979,425,1628,77,1991,378,677,767,1151,153,1906,455,1823,474,187,815
C3,1718891126367165248,1422,548,1928,385,1771,275,2130,216,1980,425,1631,78,1991,378,682,754,1152,153,1917,457,1821,473,187,816
C3,1718891126467165192,1418,549,1927,387,1760,276,2129,203,1979,430,1634,79,1992,378,694,737,1151,158,1917,464,1815,475,188,823
C3,1718891126567165136,1417,549,1929,381,1750,280,2125,186,1985,430,1635,79,1992,379,705,710,1141,154,1923,465,1791,478,191,826
C3,1718891126667165056,1415,547,1928,385,1741,289,2123,173,1989,431,1635,80,1992,378,715,683,1152,158,1925,464,1768,480,198,821
C3,1718891126767165088,1415,547,1931,382,1739,297,2125,161,1986,429,1634,79,1993,377,721,679,1150,159,1925,462,1752,486,196,819
C3,1718891126867164928,1415,547,1933,379,1734,301,2126,157,1981,428,1634,79,1995,378,733,666,1141,155,1924,462,1742,492,204,817
C3,1718891126967164968,1415,547,1932,378,1730,304,2124,160,1982,427,1631,77,1994,377,735,657,1142,152,1927,462,1734,493,215,816
C3,1718891127067164904,1416,547,1930,379,1731,303,2123,160,1981,426,1625,76,1993,378,743,641,1141,153,1929,461,1728,496,215,817
C3,1718891127167164896,1416,548,1931,379,1735,299,2122,160,1979,426,1622,76,1994,378,749,631,1139,154,1929,461,1712,502,216,814
C3,1718891127267164856,1416,548,1931,379,1743,295,2121,159,1979,426,1617,75,1995,378,754,625,1137,156,1930,461,1693,507,226,807
C3,1718891127367164800,1416,548,1932,375,1746,292,2120,157,1982,428,1609,72,1994,378,756,621,1133,155,1931,461,1674,509,255,789
C3,1718891127467164704,1416,547,1933,376,1740,291,2119,149,1981,426,1598,67,1994,377,752,624,1132,156,1931,461,1656,511,277,772
C3,1718891127567164736,1416,548,1936,377,1738,289,2119,146,1980,427,1592,69,1997,377,748,628,1130,155,1930,461,1643,516,297,761
C3,1718891127667164576,1416,548,1934,378,1736,290,2118,139,1983,429,1591,70,1995,377,741,633,1129,155,1928,460,1631,520,319,749
C3,1718891127767164552,1416,548,1934,379,1737,289,2117,128,1984,431,1591,70,1996,378,738,634,1129,156,1927,459,1620,522,328,747
C3,1718891127867164472,1416,548,1936,376,1741,285,2116,124,1986,432,1590,70,1996,378,745,629,1130,156,1929,459,1606,521,327,748
C3,1718891127967164496,1416,547,1935,378,1741,281,2116,121,1985,432,1590,70,1995,378,750,626,1126,157,1931,459,1591,518,334,747
C3,1718891128067164400,1416,548,1931,377,1742,277,2117,121,1985,432,1589,70,1994,378,749,627,1105,156,1931,461,1582,516,334,750
C3,1718891128167164424,1416,548,1922,386,1743,272,2115,120,1986,432,1589,70,1991,378,749,627,1084,169,1930,465,1571,515,338,752
C3,1718891128267164304,1416,548,1914,394,1744,265,2115,120,1985,430,1589,71,1989,377,749,627,1074,172,1928,465,1563,516,346,753
C3,1718891128367164272,1416,548,1908,403,1744,259,2114,121,1984,432,1589,71,1988,380,747,628,1063,177,1926,465,1557,516,355,751
C3,1718891128467164312,1417,547,1896,420,1742,244,2114,121,1986,433,1589,71,1987,381,744,631,1045,189,1927,464,1552,515,359,746
C3,1718891128567164184,1417,548,1877,428,1741,226,2114,121,1985,433,1589,70,1983,382,751,625,1030,200,1928,463,1552,514,360,743
C3,1718891128667164176,1419,549,1848,435,1740,200,2114,121,1986,434,1589,70,1978,383,745,628,1021,206,1927,464,1552,514,360,743
C3,1718891128767164056,1421,549,1839,437,1736,187,2114,122,1986,434,1589,71,1986,383,739,632,1018,214,1927,464,1552,514,363,744
C3,1718891128867164040,1425,559,1817,438,1730,176,2115,123,1987,434,1589,71,1981,382,743,628,1021,212,1929,465,1549,514,365,743
C3,1718891128967164000,1431,565,1797,439,1728,166,2115,123,1987,433,1588,71,1970,380,741,631,1016,210,1930,465,1549,514,367,744
C3,1718891129067164000,1439,574,1791,439,1724,148,2115,122,1986,433,1588,71,1963,376,747,632,1016,218,1931,464,1544,514,370,748
C3,1718891129167163960,1460,585,1772,439,1718,112,2114,112,1986,434,1587,71,1957,379,755,632,1011,220,1931,465,1544,516,371,750
C3,1718891129267163888,1474,592,1757,439,1714,117,2104,111,1987,434,1588,71,1957,382,747,633,1005,219,1930,466,1545,517,373,750
C3,1718891129367163896,1495,599,1753,444,1712,121,2095,115,1988,433,1588,71,1957,384,757,631,1001,211,1930,466,1549,517,371,751
C3,1718891129467163864,1515,605,1749,445,1716,120,2082,108,1985,432,1588,71,1950,387,755,631,996,196,1929,466,1553,517,372,751
C3,1718891129567163760,1529,610,1746,444,1717,122,2064,99,1982,430,1588,71,1939,396,752,631,995,187,1930,465,1556,518,369,750
C3,1718891129667163704,1535,610,1726,441,1747,111,2037,93,1984,434,1588,71,1927,402,754,633,1002,183,1930,466,1556,518,368,749
C3,1718891129767163632,1535,609,1695,435,1798,98,2022,91,1982,437,1588,70,1916,406,751,634,1011,178,1927,467,1558,516,367,747
C3,1718891129867163552,1534,608,1662,431,1847,107,2013,85,1987,439,1588,71,1913,405,765,636,1026,173,1927,467,1563,515,365,748
C3,1718891129967163560,1533,609,1636,428,1906,97,1991,76,1993,453,1588,71,1912,405,775,635,1074,164,1927,468,1563,513,365,749
C3,1718891130067163464,1535,610,1602,429,1893,99,1977,74,1992,462,1587,71,1910,406,782,642,1094,161,1925,468,1566,510,366,747
C3,1718891130167163424,1537,611,1579,431,1912,93,1970,71,1997,468,1586,72,1911,406,783,648,1102,159,1926,469,1566,507,367,746
C3,1718891130267163456,1538,611,1571,428,1917,100,1960,71,1996,475,1588,72,1911,407,790,650,1114,156,1923,471,1569,505,370,743
C3,1718891130367163424,1540,611,1562,426,1927,92,1965,64,1999,492,1590,73,1918,403,797,652,1115,158,1923,471,1567,497,371,743
C3,1718891130467163376,1541,611,1550,427,1913,113,1945,77,2001,509,1592,73,1920,405,803,658,1118,158,1921,471,1563,482,372,742
C3,1718891130567163224,1544,613,1514,428,1913,123,1946,79,2002,518,1594,74,1926,415,825,670,1118,157,1921,471,1560,456,370,744
C3,1718891130667163288,1547,618,1513,434,1915,123,1947,78,2006,536,1595,74,1928,419,836,670,1116,159,1918,471,1558,444,372,743
C3,1718891130767163160,1548,620,1511,440,1940,99,1958,71,2014,556,1594,74,1925,419,841,668,1114,162,1918,471,1557,445,375,740
C3,1718891130867163176,1551,620,1503,441,1947,93,1931,65,2015,578,1593,73,1923,421,841,663,1113,164,1921,472,1556,445,373,741
C3,1718891130967163080,1557,625,1505,440,1947,93,1938,59,2020,605,1591,73,1927,419,841,664,1115,165,1932,474,1556,444,374,741
C3,1718891131067163000,1568,632,1507,439,1952,92,1945,65,2030,632,1591,73,1933,420,840,667,1114,157,1945,476,1556,441,373,741
C3,1718891131167162960,1584,638,1508,434,1951,91,1943,56,2035,652,1591,73,1935,419,839,667,1119,162,1966,489,1554,440,378,732
C3,1718891131267162912,1602,645,1509,437,1952,92,1938,63,2038,665,1590,72,1935,418,841,669,1117,161,1974,500,1553,439,378,729
C3,1718891131367162976,1609,648,1509,439,1952,95,1948,58,2038,674,1591,72,1935,419,841,669,1109,160,1983,511,1553,439,384,717
C3,1718891131467162920,1617,655,1509,438,1935,141,1952,79,2038,686,1592,73,1936,419,841,669,1098,163,1986,520,1552,439,385,706
C3,1718891131567162856,1607,653,1510,432,1950,93,1939,69,2038,691,1592,73,1939,419,840,669,1080,163,1996,534,1553,439,392,691
C3,1718891131667162736,1616,656,1509,434,1929,127,1950,71,2040,688,1592,73,1947,418,847,677,1018,164,2008,565,1552,439,394,689
C3,1718891131767162768,1615,656,1509,442,1940,99,1940,65,2035,682,1594,73,1956,421,848,679,1008,157,2008,578,1552,438,391,687
C3,1718891131867162720,1615,655,1511,441,1937,101,1938,65,2029,686,1594,73,1961,426,850,683,993,152,2008,588,1553,439,390,686
C3,1718891131967162648,1616,655,1512,443,1944,92,1933,61,2027,688,1591,73,1962,428,851,686,980,141,2011,597,1554,440,390,686
C3,1718891132067162672,1620,656,1511,444,1941,96,1931,65,2019,700,1573,72,1962,432,850,686,961,132,2011,597,1553,439,390,687
C3,1718891132167162496,1630,661,1510,446,1943,95,1941,60,2012,710,1518,68,1960,437,850,688,921,119,2013,603,1553,439,391,685
C3,1718891132267162544,1646,666,1510,443,1945,99,1947,62,2006,716,1479,72,1959,437,847,697,900,113,2017,612,1553,439,391,685
C3,1718891132367162512,1664,671,1510,441,1955,93,1941,59,2004,716,1440,78,1963,438,846,699,844,108,2016,619,1553,439,390,685
C3,1718891132467162464,1670,673,1513,439,1957,90,1937,59,2003,715,1415,77,1971,446,848,703,801,95,2015,628,1554,441,390,684
C3,1718891132567162400,1685,683,1516,435,1958,86,1919,74,2003,717,1382,89,1985,463,849,711,768,83,2014,632,1559,441,390,687
C3,1718891132667162288,1698,694,1514,430,1947,64,1921,82,2006,717,1359,87,1995,487,850,711,749,84,2011,632,1565,435,390,684
C3,1718891132767162232,1709,707,1501,427,1925,82,1895,67,2007,716,1335,81,2003,517,848,712,749,83,2011,632,1564,427,391,682
C3,1718891132867162240,1715,723,1488,424,1911,79,1873,66,2009,716,1318,78,2006,539,848,712,744,84,2014,632,1564,411,391,680
C3,1718891132967162200,1720,746,1474,424,1849,77,1889,68,2008,717,1294,77,2005,547,847,713,703,77,2013,633,1569,401,389,685
C3,1718891133067162064,1723,771,1463,419,1863,75,1920,66,2011,717,1271,75,2007,556,848,713,660,82,2017,636,1577,386,389,685
C3,1718891133167162120,1724,793,1456,415,1853,77,1910,65,2007,716,1261,73,2003,564,847,721,617,80,2018,640,1581,377,389,683
C3,1718891133267161992,1720,809,1450,412,1847,79,1901,65,2006,716,1252,72,1997,585,846,729,579,74,2016,642,1581,379,389,686
C3,1718891133367161952,1713,830,1447,412,1833,76,1891,65,2007,716,1249,74,1978,625,847,738,542,74,2014,633,1579,387,390,682
C3,1718891133467161888,1711,847,1445,413,1800,76,1877,68,2009,716,1251,75,1997,656,848,747,530,72,2018,632,1581,393,390,681
C3,1718891133567161872,1705,862,1446,415,1783,72,1861,68,2007,714,1251,75,2013,676,848,749,535,71,2015,634,1587,393,390,683
C3,1718891133667161784,1699,873,1444,415,1776,78,1847,68,2006,711,1252,76,1998,664,848,748,542,73,2019,633,1589,396,390,683
C3,1718891133767161856,1696,877,1445,414,1771,86,1829,70,2008,713,1248,75,2001,664,849,750,538,72,2021,632,1595,400,390,683
C3,1718891133867161768,1694,883,1446,414,1769,87,1829,72,2009,714,1254,77,2002,672,851,751,523,71,2020,633,1599,406,390,683
C3,1718891133967161680,1695,884,1446,415,1770,86,1828,73,2009,714,1249,76,1995,676,850,751,499,69,2018,634,1609,408,389,683
C3,1718891134067161616,1696,883,1447,415,1771,88,1829,73,2010,715,1246,76,1996,675,849,749,491,70,2015,631,1630,410,389,681
C3,1718891134167161584,1696,885,1446,415,1773,90,1830,72,2009,713,1248,76,2034,688,849,745,512,71,2016,629,1652,417,389,678
C3,1718891134267161504,1696,886,1446,415,1774,89,1832,71,2002,682,1249,75,1981,701,849,737,500,71,2033,622,1673,421,390,658
C3,1718891134367161456,1696,886,1447,415,1775,90,1833,70,2012,643,1252,75,1987,671,843,725,499,70,2045,689,1689,420,387,645
C3,1718891134467161432,1695,888,1446,415,1775,89,1832,71,2002,617,1252,75,1995,686,850,730,504,70,2032,674,1710,419,390,631
C3,1718891134567161416,1695,889,1443,415,1775,90,1831,70,1997,596,1251,75,1998,676,851,730,500,70,2024,666,1736,420,392,623
C3,1718891134667161408,1695,889,1430,412,1775,90,1830,70,1997,594,1253,76,1999,695,856,735,474,73,2020,693,1756,425,391,623
C3,1718891134767161320,1695,889,1412,407,1775,90,1830,70,1997,589,1251,75,2013,659,868,745,477,72,2016,703,1767,427,388,621
C3,1718891134867161216,1695,889,1397,402,1776,90,1830,69,1998,583,1251,76,1983,717,879,748,465,74,2013,716,1778,426,386,619
C3,1718891134967161224,1695,889,1380,394,1775,91,1830,70,1997,567,1251,75,1978,736,888,749,453,79,2010,728,1785,428,389,611
C3,1718891135067161168,1695,889,1368,390,1776,94,1830,70,1997,566,1250,75,1969,740,892,751,446,81,2008,739,1788,431,397,597
C3,1718891135167161144,1695,889,1352,385,1775,94,1829,69,1998,559,1251,74,1966,757,893,755,437,83,2004,750,1783,435,407,579
C3,1718891135267161056,1695,889,1338,377,1755,86,1825,69,1998,560,1251,74,1967,767,893,761,439,83,2004,760,1777,434,411,565
C3,1718891135367161048,1695,889,1320,367,1720,80,1813,71,1999,561,1252,74,1963,764,904,770,436,87,1996,776,1769,431,418,550
C3,1718891135467161016,1694,890,1311,366,1695,75,1813,71,1999,560,1259,75,1964,775,915,773,436,96,1997,776,1762,431,425,543
C3,1718891135567160880,1695,889,1304,369,1641,77,1811,65,1999,559,1258,73,1955,787,924,775,438,107,1999,791,1754,426,426,544
C3,1718891135667160856,1695,889,1295,371,1619,74,1808,66,2000,559,1274,79,1949,888,925,776,440,109,1977,797,1749,417,430,539
C3,1718891135767160816,1695,889,1291,370,1585,73,1805,67,2001,556,1282,98,1932,892,924,776,440,110,1957,798,1749,405,432,536
C3,1718891135867160840,1695,889,1282,366,1554,76,1801,69,2000,555,1291,121,1915,893,924,777,441,112,1950,794,1746,402,438,528
C3,1718891135967160776,1695,891,1266,370,1524,72,1803,70,2001,553,1299,160,1899,897,926,778,440,113,1945,787,1745,404,442,520
C3,1718891136067160704,1689,897,1257,376,1485,70,1803,70,2002,550,1295,171,1889,897,926,779,438,113,1936,783,1745,404,447,516
C3,1718891136167160728,1626,906,1251,380,1455,74,1806,69,2001,546,1289,176,1860,901,926,779,437,111,1929,779,1745,403,449,509
C3,1718891136267160600,1634,909,1245,383,1420,70,1811,69,2001,546,1277,190,1828,909,926,779,438,109,1916,774,1746,403,452,500
C3,1718891136367160592,1604,930,1244,384,1396,73,1814,70,2000,548,1270,197,1790,913,926,778,438,108,1911,768,1746,402,450,500
C3,1718891136467160480,1584,932,1235,388,1376,70,1814,71,2000,547,1273,196,1770,912,926,778,438,109,1911,766,1745,399,450,500
C3,1718891136567160416,1564,930,1231,401,1363,69,1814,70,2000,547,1272,196,1746,913,926,778,437,110,1915,766,1744,396,448,501
C3,1718891136667160488,1542,933,1229,408,1363,69,1815,71,2000,548,1270,198,1717,921,926,779,439,107,1916,767,1742,391,453,494
C3,1718891136767160360,1512,931,1230,409,1335,62,1816,71,2000,548,1275,195,1692,928,926,782,439,106,1919,767,1740,384,455,485
C3,1718891136867160368,1493,926,1233,409,1324,63,1816,71,2000,547,1278,195,1654,934,926,782,441,108,1922,766,1737,370,457,481
C3,1718891136967160280,1464,916,1238,415,1312,62,1816,71,1999,546,1278,195,1627,937,922,780,442,109,1918,761,1736,344,459,479
C3,1718891137067160256,1432,903,1237,420,1309,63,1815,71,1999,544,1279,192,1596,936,916,778,442,110,1917,760,1732,322,460,482
C3,1718891137167160192,1404,890,1249,422,1302,59,1815,70,1999,543,1279,192,1574,935,911,780,442,110,1916,762,1733,308,460,482
C3,1718891137267160144,1381,876,1248,418,1289,57,1815,70,1998,544,1278,191,1542,933,907,777,442,110,1919,768,1736,295,461,481
C3,1718891137367160072,1370,874,1253,413,1349,88,1813,70,1999,543,1278,191,1516,931,906,776,442,109,1921,765,1739,283,462,481
C3,1718891137467160096,1355,869,1261,407,1346,88,1809,70,2000,543,1278,190,1495,928,907,776,441,110,1923,763,1738,275,462,481
C3,1718891137567159992,1348,860,1263,403,1344,87,1803,70,2000,543,1279,189,1468,917,909,777,440,113,1924,764,1739,264,464,480
C3,1718891137667160008,1336,850,1270,394,1344,86,1795,69,2001,542,1286,188,1448,913,909,777,441,112,1922,764,1739,240,465,478
C3,1718891137767159864,1312,828,1272,382,1336,81,1788,70,2004,542,1307,216,1415,902,909,777,440,120,1923,764,1737,222,467,475
C3,1718891137867159824,1289,803,1275,371,1339,84,1776,70,2012,538,1328,233,1399,896,908,777,439,116,1922,765,1738,217,466,475
C3,1718891137967159872,1286,793,1277,361,1339,83,1738,70,2013,540,1373,261,1375,881,908,778,439,117,1922,765,1737,211,467,476
C3,1718891138067159784,1280,778,1287,333,1339,83,1714,72,2018,540,1418,293,1365,875,909,780,439,117,1922,765,1735,203,468,474
C3,1718891138167159744,1274,755,1291,328,1340,84,1693,76,2013,546,1442,321,1349,859,910,781,439,119,1921,766,1735,201,468,471
C3,1718891138267159720,1265,739,1296,313,1343,85,1693,79,2013,549,1459,346,1334,839,910,778,438,120,1921,766,1735,202,467,472
C3,1718891138367159568,1263,727,1300,302,1341,84,1696,82,2011,550,1475,375,1323,822,911,774,439,118,1921,766,1734,196,466,474
C3,1718891138467159536,1262,712,1335,259,1342,84,1696,81,2012,549,1479,385,1313,808,911,768,439,118,1921,766,1733,184,466,473
C3,1718891138567159504,1259,700,1359,236,1342,83,1697,79,2012,551,1477,386,1305,795,913,767,439,118,1921,766,1732,168,466,473
C3,1718891138667159528,1255,710,1404,203,1340,82,1699,79,2008,550,1478,387,1303,786,907,764,439,118,1921,766,1729,161,464,464
C3,1718891138767159480,1247,692,1439,183,1337,76,1701,78,2002,550,1478,389,1298,773,891,760,438,118,1921,766,1722,148,462,468
C3,1718891138867159328,1236,648,1470,166,1339,78,1700,80,1998,542,1480,396,1293,769,900,753,438,119,1921,766,1720,141,463,467
C3,1718891138967159368,1236,618,1499,154,1339,78,1699,82,1996,538,1483,403,1289,765,904,749,438,119,1921,765,1723,137,462,467
C3,1718891139067159288,1240,600,1535,123,1339,78,1703,81,1996,537,1486,411,1288,759,912,737,439,118,1921,764,1721,134,463,460
C3,1718891139167159232,1239,581,1562,106,1317,70,1705,78,1996,521,1489,425,1289,758,916,729,437,120,1921,765,1720,130,465,462
C3,1718891139267159176,1248,559,1574,95,1291,70,1709,73,1997,512,1493,437,1287,757,917,725,434,123,1921,764,1720,129,465,464
C3,1718891139367159184,1250,559,1578,94,1283,71,1707,74,1997,499,1495,450,1285,757,919,721,427,138,1921,764,1719,130,465,464
C3,1718891139467159160,1248,563,1584,93,1285,71,1708,76,1997,490,1496,460,1281,755,923,718,429,150,1922,761,1718,136,465,461
C3,1718891139567158976,1253,560,1588,91,1281,71,1707,82,1996,482,1495,467,1277,752,929,711,433,152,1924,758,1716,140,463,452
C3,1718891139667158992,1254,561,1585,92,1272,73,1701,90,1994,479,1495,475,1275,747,930,721,434,151,1928,751,1719,141,463,449
C3,1718891139767158992,1262,556,1582,93,1263,73,1688,101,1994,473,1497,478,1272,740,930,720,436,153,1933,747,1724,141,464,448
C3,1718891139867158920,1265,549,1579,92,1266,76,1683,107,1996,460,1498,480,1270,739,925,717,437,153,1932,747,1736,135,467,453
C3,1718891139967158824,1272,547,1577,89,1269,77,1682,110,1997,457,1500,485,1270,738,918,705,437,152,1933,746,1775,123,468,454
C3,1718891140067158864,1274,552,1577,89,1270,76,1682,113,2000,451,1503,489,1270,736,919,704,436,148,1933,746,1825,119,469,456
C3,1718891140167158784,1271,555,1579,88,1265,75,1680,116,2001,449,1502,493,1276,737,916,703,428,143,1932,749,1852,122,468,453
